LotArea,TotalBsmtSF,1stFlrSF,GrLivArea,SalePrice,RegularLotShape,LandIsLvl,LotConfigCL,LotAdjacencyType,HouseCondition,YrBuilt,WasRemodeled,VeneerType,HeatingQuality,EleSystem,BsmtHasBath,HasHalfBath,Bedrooms,RemainingRooms,AdditionalRooms,NumFireplaces,GarageAreaByCar,HasDeck,HasPool,MonthSold,YearSold
6858,806,841,1647,128000,1,0,1,0,1,0,1,0,1,1,1,1,3,2,0,0,1,0,0,4,4
10171,1517,1535,1535,214000,0,1,0,0,2,1,0,1,0,0,0,0,2,4,2,0,2,0,0,2,4
12327,1496,1496,2132,316600,0,0,0,0,2,1,1,0,0,0,1,1,0,4,2,1,2,1,0,8,3
7032,943,943,943,135960,0,1,1,0,1,1,0,0,1,0,1,0,1,2,0,2,2,1,0,11,0
13101,1728,1728,1728,142600,0,1,0,0,1,1,0,1,1,0,0,0,3,4,2,0,2,0,0,10,2
7332,864,864,864,120000,1,1,0,0,1,1,0,1,0,0,1,0,1,2,0,0,1,1,0,9,0
13159,846,846,1692,224500,0,0,1,0,2,1,0,0,2,0,0,1,2,3,1,0,2,1,0,6,3
9967,384,774,1430,170000,0,1,0,0,2,1,0,0,0,0,0,1,2,5,3,1,2,1,0,11,1
10500,372,576,1109,139000,1,1,3,0,1,1,1,1,1,0,1,0,2,2,0,0,1,1,0,11,1
8480,832,832,1216,118500,1,1,0,0,1,1,1,0,1,0,0,0,1,4,2,0,1,1,0,9,2
6292,861,877,1477,145000,1,1,0,0,2,0,1,0,2,0,1,0,2,3,1,1,1,0,0,7,3
11777,1164,1320,1320,164500,0,1,0,0,1,1,0,1,0,0,1,0,2,3,1,2,2,1,0,4,0
3604,689,703,1392,146000,1,1,1,0,2,1,0,0,0,0,0,0,1,3,1,0,2,0,0,1,2
12150,1050,1050,1795,131500,1,1,0,0,1,1,0,1,0,1,0,0,3,3,1,0,1,0,0,10,2
14585,1144,1429,1429,181900,0,1,2,0,1,1,1,1,0,0,1,0,2,4,2,2,2,1,0,5,1
11841,816,816,816,118500,1,1,0,0,1,1,0,1,1,0,1,0,2,2,0,0,0,0,0,4,1
6120,884,989,1573,133000,1,1,0,0,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,6,3
10267,816,838,838,130000,1,1,0,2,1,0,1,0,0,0,1,0,1,3,1,0,1,0,0,4,2
8740,840,860,860,137000,0,1,0,0,1,1,0,0,1,0,1,0,1,2,0,0,2,0,0,6,3
9100,742,779,935,79500,1,1,0,2,1,0,1,0,1,1,0,0,1,2,0,0,1,0,0,7,2
8320,770,770,1582,185900,1,1,0,0,2,1,0,0,0,0,0,1,2,3,1,0,2,0,0,8,2
6600,816,816,816,138000,1,1,0,0,1,1,1,0,0,0,1,0,1,2,0,0,2,0,0,5,2
4435,848,848,848,140000,1,1,0,0,1,1,0,1,0,0,1,0,0,3,1,0,2,1,0,4,3
7990,924,924,924,110000,0,1,0,0,1,1,0,0,1,0,0,0,2,2,0,0,1,0,0,3,2
3600,684,684,1368,114504,1,1,0,0,1,0,1,0,0,1,0,0,2,4,2,0,1,0,0,9,0
3922,1258,1402,1402,194201,1,1,0,0,2,1,1,1,0,0,1,1,1,5,3,1,3,1,0,1,1
12984,1430,1647,1647,217500,1,0,0,0,1,1,0,1,0,0,1,0,2,4,2,1,2,0,0,2,0
1950,716,716,1556,151000,1,1,0,0,1,1,0,0,1,0,1,1,2,3,1,1,2,1,0,6,2
10927,1058,1058,1904,275000,1,1,0,0,2,1,0,1,0,0,1,1,2,5,3,1,2,1,0,5,0
9000,780,780,1375,141000,1,0,0,0,1,0,1,0,1,0,0,1,2,3,1,1,1,0,0,11,1
10041,908,927,1915,220000,0,1,0,0,2,1,0,0,0,0,1,1,2,5,3,1,2,1,0,1,0
3182,600,600,1200,151000,1,1,0,0,2,1,1,0,0,0,0,1,1,2,0,0,2,0,0,5,4
12803,1494,1494,1494,221000,0,1,0,0,2,1,0,1,0,0,1,0,2,3,1,1,2,1,0,8,2
13600,768,1186,1986,205000,1,1,0,0,2,1,1,1,1,0,0,1,2,4,2,2,2,0,0,9,3
12464,1040,1040,1040,152000,0,0,1,0,1,1,0,0,2,0,1,0,2,3,1,0,2,1,0,10,3
7800,896,1112,2008,225000,1,0,0,0,1,1,1,0,0,0,1,0,2,5,3,0,1,1,0,7,0
7943,1029,1029,1029,118500,1,1,0,1,1,1,0,1,2,0,1,0,2,2,0,0,1,1,0,3,1
11050,1440,1476,2153,313000,1,1,0,3,2,1,0,1,0,0,1,1,2,5,3,2,3,1,0,4,3
10395,1032,1032,1032,148000,0,1,3,0,1,1,0,1,1,0,1,0,2,3,1,1,2,0,0,6,1
11885,1299,1299,1872,261500,1,1,0,0,2,1,0,1,0,0,1,1,2,4,2,1,2,1,0,10,3
8402,1120,1120,1120,147000,1,1,0,1,1,1,0,0,0,0,0,0,2,3,1,0,0,0,0,11,1
1491,630,630,630,75500,1,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,1,0,4,4
8800,936,1054,1054,137500,1,1,0,1,1,1,0,1,0,0,1,0,2,3,1,0,2,1,0,4,4
7861,783,807,1509,183200,0,1,0,0,1,1,1,0,0,0,1,1,2,4,2,1,2,1,0,5,0
7227,832,832,832,105500,1,0,1,1,1,1,0,0,2,0,0,0,1,2,0,0,2,0,0,5,2
12244,1482,1482,2262,305000,1,1,0,0,2,1,0,2,0,0,1,1,3,6,4,2,3,1,0,7,2
8248,864,864,864,67000,1,1,0,0,1,0,1,0,1,1,1,0,1,3,1,0,0,0,0,8,2
7064,980,980,980,135000,1,1,0,0,1,1,0,1,1,0,0,0,2,3,1,0,2,1,0,6,3
2117,756,756,1512,168500,1,1,0,0,1,1,0,1,0,0,0,1,1,2,0,1,2,0,0,5,1
10400,732,1012,1790,165150,1,1,0,0,1,1,0,0,2,0,1,1,3,4,2,1,2,1,0,10,0
10000,1116,1116,1116,160000,0,1,1,0,1,1,0,1,1,0,0,1,2,2,0,0,2,0,0,1,4
12342,978,1422,1422,139900,0,1,0,0,1,1,1,0,1,0,0,0,2,3,1,1,1,0,0,7,1
9600,1156,1520,1520,153000,1,1,0,0,1,1,1,1,0,0,1,0,2,4,2,2,1,0,0,2,4
11606,1040,1040,2080,135000,0,0,0,0,1,1,0,1,1,0,1,1,3,4,2,2,2,1,0,8,1
9020,1248,1350,1350,168500,1,1,1,1,1,1,0,1,1,0,1,1,2,3,1,0,2,1,0,5,2
9000,636,1089,1750,124000,1,1,1,1,1,0,1,0,1,1,0,0,2,5,3,0,1,0,0,5,0
4590,1554,1554,1554,209500,1,1,0,0,2,1,0,2,0,0,0,0,1,4,2,1,2,1,0,7,1
11900,1386,1411,1411,82500,1,1,0,0,2,1,0,1,1,0,0,0,2,3,1,1,2,1,0,3,3
9250,1056,1056,1056,139400,1,1,1,0,1,1,1,0,1,0,1,0,2,3,1,0,1,1,0,6,1
6979,1056,1056,1056,144000,1,1,0,0,1,1,0,0,2,0,1,0,0,4,2,0,2,1,0,5,4
6120,264,800,800,60000,1,1,0,0,1,0,1,0,3,1,0,0,0,3,1,1,0,0,0,0,3
6000,811,811,1387,93000,1,1,0,0,1,1,0,0,1,1,0,0,2,4,2,0,1,0,0,10,3
8777,796,796,796,85000,1,1,0,1,1,0,1,0,2,1,0,0,1,2,0,0,0,1,0,4,2
3982,1520,1567,1567,264561,1,1,0,0,2,1,0,0,0,0,1,0,0,6,4,1,3,1,0,9,0
12677,1518,1518,1518,274000,0,1,0,0,2,1,1,1,0,0,0,1,0,5,3,1,2,1,0,3,2
7050,1057,1057,1929,226000,1,1,0,0,2,1,0,0,0,0,1,1,2,4,2,1,2,0,0,4,1
10793,780,780,1620,152000,1,1,0,2,1,1,0,1,0,0,0,1,3,3,1,0,2,1,0,3,1
10530,981,981,981,143250,0,1,1,0,1,1,0,0,1,0,1,1,2,2,0,0,2,0,0,2,1
7200,0,1048,1048,98300,1,1,0,0,1,1,0,0,2,0,0,0,2,4,2,0,2,0,0,6,2
10452,1094,1094,1094,155000,0,1,0,0,1,1,0,2,0,0,0,0,2,2,0,2,2,0,0,5,2
7700,756,1051,1839,155000,1,1,0,3,1,1,0,1,1,0,0,1,3,3,1,1,2,0,0,5,4
1936,630,630,630,84500,1,1,0,0,1,1,0,0,2,0,1,0,0,2,0,0,0,0,0,11,1
8125,813,822,1665,205950,1,1,0,0,2,1,0,0,0,0,0,1,2,4,2,0,2,0,0,4,2
9084,755,755,1510,108000,1,1,0,1,1,0,1,0,1,0,1,0,3,3,1,1,1,1,0,9,3
8750,880,909,1716,191000,1,1,0,0,2,1,0,0,0,0,0,1,1,5,3,1,2,0,0,6,3
10320,756,756,1469,135000,1,1,0,0,1,0,1,0,0,0,0,0,2,4,2,0,1,1,0,5,2
1680,525,525,1092,88000,1,1,0,0,1,1,0,1,1,0,0,1,2,3,1,0,1,0,0,2,4
10007,1053,1053,1053,145500,0,1,0,0,1,1,1,1,0,0,1,1,2,2,0,0,1,0,0,7,2
7200,776,851,1502,149000,1,0,0,0,2,0,1,0,1,0,0,1,2,3,1,1,1,0,0,1,2
9937,1486,1486,1486,167000,1,1,1,0,1,1,1,0,0,0,1,0,2,4,2,0,2,0,0,2,3
12384,793,1142,1935,197900,1,1,2,0,2,1,0,1,1,0,0,1,2,4,2,1,2,0,0,10,1
13560,1392,1392,1392,110000,1,1,1,0,1,1,0,1,2,0,1,0,1,3,1,2,2,0,0,6,3
10012,1138,1181,1181,137500,1,1,0,0,1,1,0,0,1,0,1,0,2,3,1,0,2,0,0,3,2
11194,1406,1454,1936,230500,0,1,1,0,2,1,0,1,0,0,0,1,2,4,2,1,2,1,0,10,0
8125,1408,1679,1679,193500,1,1,0,0,1,1,1,1,0,0,1,0,2,4,2,1,2,1,0,9,2
14175,1188,1437,1437,168000,1,0,1,0,1,1,1,0,2,0,1,1,2,3,1,1,2,1,0,10,0
11600,700,1180,1180,137500,1,1,0,0,1,0,1,0,0,0,0,0,1,3,1,1,1,0,0,6,0
8633,738,738,1476,173500,1,1,3,0,1,1,0,0,0,0,1,1,2,4,2,0,2,1,0,1,3
6629,672,697,1369,103600,1,1,0,1,1,0,1,0,1,0,1,0,2,3,1,0,1,1,0,6,3
11250,1208,1208,1208,165000,0,1,0,0,1,1,0,0,1,0,1,1,2,3,1,1,2,1,0,5,0
9200,1136,1136,1136,140000,1,1,0,0,1,1,0,0,1,0,1,0,2,2,0,1,1,1,0,6,2
2289,855,855,1441,148500,1,1,0,0,1,1,0,0,1,0,0,1,2,4,2,1,2,1,0,3,3
9600,1095,1095,1774,87000,1,1,0,0,1,0,1,0,3,0,1,0,3,4,2,0,3,0,0,4,0
9022,768,792,792,109500,1,1,0,0,1,0,1,0,0,0,0,0,1,3,1,0,1,1,0,4,3
9945,988,988,988,128500,0,1,0,0,1,1,0,1,1,0,1,0,2,2,0,0,2,0,0,9,1
8012,923,923,923,143000,1,1,0,0,1,1,0,0,1,0,0,0,1,3,1,1,1,1,0,4,4
4500,793,848,1520,159434,0,0,0,0,1,0,1,0,0,0,0,0,2,3,1,0,1,0,0,6,3
2887,1291,1291,1291,173000,1,0,0,0,1,1,1,0,0,0,1,0,1,4,2,1,2,1,0,10,2
11248,1626,1668,1668,285000,0,1,1,0,2,1,0,2,0,0,1,0,2,4,2,1,3,1,0,6,1
16770,1195,1195,1839,221000,0,1,2,0,2,1,0,1,2,0,0,1,3,3,1,0,2,0,0,5,4
5062,1190,1190,2090,207500,0,1,2,0,2,1,0,0,2,0,1,0,2,3,1,1,2,1,0,8,1
10207,874,874,1761,227875,1,1,0,0,2,1,0,0,0,0,0,0,2,4,2,0,2,1,0,7,1
5105,551,551,1102,148800,0,1,3,0,2,1,0,0,0,0,0,1,1,2,0,0,2,0,0,2,1
7577,1362,1362,1362,194700,0,1,1,0,1,1,1,2,0,0,0,0,1,4,2,1,2,1,0,5,1
4426,848,848,848,141000,1,1,0,0,1,1,0,1,0,0,1,0,0,2,0,1,2,1,0,4,2
5400,1073,1073,1073,108480,1,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,11,0
6120,927,1067,1539,141500,1,1,1,0,1,0,1,0,1,0,0,1,2,2,0,0,2,1,0,3,3
13811,1112,1137,1137,176000,0,1,0,0,1,1,0,1,2,0,1,0,1,3,1,1,2,1,0,6,0
6000,616,616,616,89000,1,1,0,0,1,0,1,0,2,0,0,0,1,2,0,0,1,0,0,5,0
6420,980,1148,1148,123500,0,1,0,0,1,1,0,0,3,1,1,0,1,4,2,0,1,0,0,8,0
8450,894,894,894,138500,1,1,0,2,1,1,1,0,0,0,1,0,2,2,0,1,1,1,0,3,4
4282,1391,1391,1391,196000,0,1,0,0,2,1,0,0,0,0,0,0,1,3,1,0,2,1,0,6,2
9600,1164,1164,1164,140000,1,1,0,0,2,1,0,1,1,0,0,1,2,3,1,0,2,0,0,6,0
7630,360,1032,1812,140000,1,1,0,1,1,0,1,0,2,0,0,0,3,4,2,1,2,1,0,4,4
8400,1473,1484,1484,213000,1,1,0,0,2,1,1,1,0,0,1,0,2,4,2,0,2,0,0,4,4
5600,0,372,1092,55000,1,1,0,0,1,0,1,0,3,0,0,0,2,4,2,0,0,0,0,6,4
6240,1324,1324,1324,254000,1,1,0,0,2,1,0,1,0,0,1,0,1,4,2,1,2,1,0,11,3
9018,728,728,1456,179540,0,1,0,0,2,1,0,0,0,0,0,1,2,5,3,1,2,1,0,6,1
7162,876,904,904,109900,0,1,0,0,1,1,0,1,1,0,0,0,2,3,1,0,1,0,0,11,2
4130,270,729,729,52000,0,1,0,0,1,0,1,0,2,0,0,0,1,3,1,0,0,0,0,6,2
8712,859,859,1178,102776,1,0,0,0,1,0,1,0,2,0,0,0,1,5,3,0,1,1,0,0,4
4671,1228,1228,1228,189000,0,0,0,0,2,1,1,0,2,0,1,0,1,3,1,1,2,1,0,9,2
9873,960,960,960,129000,1,1,0,2,1,1,0,1,1,0,1,0,2,3,1,0,2,0,0,4,0
13517,725,725,1479,130500,0,1,2,2,1,1,1,1,0,0,0,1,2,3,1,0,2,0,0,2,4
10140,1064,1350,1350,165000,1,1,0,0,1,1,0,1,1,0,0,0,2,4,2,1,2,0,0,7,3
10000,1176,1178,1178,157000,1,1,0,0,1,1,1,0,2,0,1,1,2,2,0,1,2,1,0,10,2
9920,971,971,971,128500,0,1,0,0,1,1,0,0,1,0,0,1,2,2,0,1,1,0,0,4,0
6563,1742,1742,1742,275000,0,0,2,0,2,1,0,0,1,0,1,0,1,3,1,1,2,1,0,11,0
4426,848,848,848,143000,1,1,0,0,1,1,0,1,0,0,1,0,0,2,0,0,2,1,0,4,4
8120,864,864,864,124500,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,2,0,0,6,3
8172,941,997,1470,135000,1,1,0,0,1,1,1,0,0,0,0,0,3,3,1,0,1,0,0,4,2
13286,1698,1698,1698,320000,0,1,0,0,2,1,1,2,0,0,1,0,2,5,3,1,3,1,0,1,3
6960,864,864,864,120500,1,1,0,0,1,1,0,0,1,0,0,0,2,2,0,0,2,1,0,10,3
7314,1232,1232,1232,194500,1,1,0,0,2,1,0,2,0,0,1,0,1,4,2,0,2,1,0,1,3
11475,1584,1776,1776,110000,1,1,1,0,1,1,0,1,1,0,1,0,3,5,3,0,3,0,0,6,3
6240,780,848,1208,103000,1,1,0,0,1,0,1,0,1,1,0,0,1,3,1,0,2,0,0,0,3
5389,1595,1616,1616,236500,0,1,0,0,2,1,1,0,0,0,1,0,1,3,1,1,2,1,0,2,4
9590,868,1146,1146,187500,0,1,1,0,2,1,0,1,0,0,1,0,2,3,1,1,2,1,0,4,1
11404,1153,1153,2031,222500,0,1,0,0,2,1,1,1,0,0,0,1,2,5,3,1,2,1,0,6,2
10000,864,1144,1144,131400,1,1,1,1,1,1,1,0,0,0,1,0,2,3,1,1,1,1,0,2,3
8978,948,948,948,108000,0,1,1,0,1,1,0,0,1,0,0,0,2,3,1,0,1,1,0,4,1
10800,880,880,1768,163000,1,1,0,0,2,0,1,0,3,0,0,1,1,4,2,2,2,0,0,9,0
8544,0,1040,1040,93500,1,1,0,0,1,1,0,0,2,1,0,0,1,4,2,0,2,0,0,6,0
10463,893,901,1801,239900,0,0,2,0,2,1,0,0,0,0,0,1,2,5,3,1,3,0,0,5,0
10800,1200,1200,1200,179000,1,1,0,0,1,1,1,0,1,0,1,0,2,2,0,0,0,1,0,2,3
9313,864,864,1728,190000,0,1,0,0,2,1,0,0,0,0,0,1,2,4,2,0,2,1,0,3,3
9600,264,768,1432,132000,1,1,0,0,1,0,1,0,0,0,0,0,1,5,3,0,2,1,0,4,1
6768,912,912,912,142000,0,1,0,1,1,1,1,0,2,0,1,0,2,2,0,0,1,1,0,4,2
8450,1349,1349,1349,179000,1,1,0,0,2,1,1,1,0,0,0,0,2,3,1,0,2,1,0,11,1
12886,520,1464,1464,175000,0,1,0,0,1,1,1,0,0,0,1,0,2,3,1,1,2,1,0,9,3
5395,1337,1337,1337,180000,0,0,0,0,2,1,0,0,2,0,1,0,1,3,1,1,2,1,0,9,2
8795,952,980,2256,236000,0,1,0,0,2,1,0,0,0,0,0,1,3,4,2,1,2,1,0,3,3
10593,1720,1720,1720,260400,0,1,0,0,2,1,0,1,0,0,1,0,2,4,2,1,2,1,0,2,4
8405,0,1088,1529,98000,1,1,0,0,1,0,1,0,1,1,0,0,3,5,3,0,1,1,0,3,3
8800,576,792,1140,96500,1,1,1,0,1,0,1,0,2,0,0,0,2,4,2,0,0,0,0,5,4
7750,660,660,1320,162000,1,1,0,2,2,1,0,0,0,0,0,1,2,3,1,0,2,0,0,7,1
9236,1479,1494,1494,217000,0,1,0,0,1,1,0,0,0,0,1,0,2,3,1,0,2,1,0,6,0
10240,1030,1038,2098,275500,1,1,0,0,2,1,0,1,2,0,0,1,2,5,3,1,3,1,0,2,0
7930,1026,1026,1026,156000,1,1,0,0,1,1,1,0,2,0,1,0,2,2,0,0,2,1,0,6,3
3230,729,742,1471,172500,1,1,0,0,1,1,0,1,2,0,0,1,2,3,1,0,2,0,0,2,3
10769,866,866,1768,212000,0,1,0,0,2,1,0,0,0,0,0,1,2,4,2,0,2,1,0,3,3
11616,672,672,1386,158900,0,1,2,0,1,1,0,1,1,0,0,1,2,3,1,1,2,1,0,3,4
2280,744,757,1501,179400,1,1,0,0,2,1,0,1,2,0,0,1,2,3,1,0,2,0,0,7,2
9100,864,864,864,127500,1,1,0,0,1,1,0,0,0,0,0,0,1,3,1,0,1,0,0,9,3
6911,1145,1301,1301,100000,1,1,3,1,1,0,1,0,1,0,0,0,1,3,1,0,2,0,0,9,3
8640,756,764,1547,215200,1,1,0,0,2,1,0,0,0,0,0,1,2,4,2,0,2,1,0,5,4
9549,1494,1494,1494,270000,0,1,2,0,2,1,1,0,0,0,1,1,1,4,2,1,2,0,0,3,0
14587,1498,1506,1506,264132,0,1,0,0,2,1,0,2,0,0,0,0,1,4,2,1,2,0,0,7,2
10421,980,980,1714,196500,1,1,0,0,2,1,0,1,1,0,0,1,2,4,2,1,2,1,0,2,4
12508,983,983,1750,160000,0,1,0,0,1,0,1,0,0,0,1,0,3,3,1,0,1,1,0,6,2
7252,858,858,858,134900,0,1,2,0,1,1,0,0,1,0,1,0,1,3,1,0,2,1,0,3,3
8877,836,1220,1220,102000,1,1,0,0,1,1,0,0,1,1,0,0,1,4,2,0,2,0,0,3,0
7819,1029,1117,1117,107000,1,1,0,0,1,1,0,0,1,0,1,0,2,3,1,1,2,1,0,2,4
10150,912,912,912,114500,1,1,0,1,1,1,0,0,0,1,0,0,1,3,1,0,1,0,0,6,1
4500,1204,1204,1204,162000,1,1,3,0,1,1,0,1,0,0,1,0,1,3,1,0,2,0,0,5,3
11210,1614,1614,1614,221500,0,1,0,0,2,1,1,1,0,0,0,0,2,4,2,0,3,1,0,6,0
13350,864,894,894,142500,0,1,0,0,1,1,0,0,1,0,1,0,2,2,0,1,2,1,0,5,0
10530,975,1004,1004,135000,1,1,0,0,1,1,0,1,1,0,1,0,1,2,0,0,2,0,0,4,0
7875,1237,1253,1253,176000,1,1,0,0,2,1,1,1,2,0,0,0,2,3,1,1,2,1,0,5,1
7153,761,810,1603,175900,1,1,0,0,1,1,0,0,0,0,0,1,2,4,2,0,2,0,0,6,0
16285,1413,1430,1430,187100,0,1,0,0,2,1,1,0,0,0,0,0,2,3,1,0,2,0,0,5,3
9101,1097,1110,1110,165500,0,1,1,0,1,1,0,1,0,0,1,0,0,3,1,1,2,1,0,6,3
6300,742,742,1484,128000,1,1,0,0,1,0,1,0,0,0,0,0,2,6,4,1,0,0,0,5,2
9790,1372,1342,1342,161500,1,1,0,1,1,1,0,0,1,0,0,0,2,4,2,1,2,0,0,8,3
10800,686,966,1652,139000,1,1,0,1,1,0,1,0,1,0,1,0,3,3,1,0,1,0,0,5,4
10142,956,956,2084,233000,0,1,0,0,2,1,0,0,0,0,1,1,3,4,2,0,2,0,0,0,4
6000,901,901,901,107900,1,1,1,0,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,7,2
12205,832,976,2087,187500,0,0,0,0,1,1,1,1,2,0,0,1,3,4,2,0,2,1,0,6,1
3182,1145,1145,1145,160200,1,1,0,0,2,1,1,1,0,0,0,0,1,3,1,1,2,1,0,8,3
11333,1029,1062,1062,146800,0,1,1,0,1,1,0,0,1,0,1,0,2,2,0,2,2,1,0,4,1
9920,1117,1127,2013,269790,0,1,2,0,2,1,1,0,0,0,1,1,2,5,3,1,2,1,0,5,1
9158,1496,1496,1496,225000,1,1,0,0,2,1,0,2,0,0,0,0,2,4,2,0,2,1,0,5,1
10832,712,1086,1895,194500,0,1,1,0,2,1,1,0,0,0,0,1,2,4,2,1,2,1,0,9,2
8400,650,888,1564,171000,1,1,0,0,1,1,1,1,1,0,0,1,2,4,2,1,2,0,0,3,4
8197,660,1285,1285,143500,1,1,0,0,1,1,0,1,0,0,0,1,2,4,2,1,2,1,0,3,1
7677,773,773,773,110000,1,1,0,0,1,1,0,0,2,0,0,0,1,2,0,0,1,0,0,3,2
7200,731,981,1768,175000,1,1,1,1,1,0,1,1,0,0,1,1,2,4,2,2,1,0,0,5,1
12798,616,616,1688,200000,0,0,0,1,1,1,0,0,2,0,1,1,3,4,2,0,2,1,0,4,2
4800,1196,1196,1196,109900,1,1,0,0,1,0,1,0,0,1,1,0,1,3,1,0,2,0,0,6,1
8199,728,728,1456,189000,1,1,0,0,2,1,0,0,0,0,1,1,2,4,2,1,2,1,0,9,2
9000,936,1128,1128,118000,1,1,0,0,1,1,0,0,1,0,0,0,1,3,1,0,1,0,0,5,0
12274,1417,1428,1428,227680,0,1,3,0,2,1,0,2,0,0,0,0,2,3,1,0,2,0,0,6,2
9750,980,980,980,135500,1,1,0,0,1,1,0,0,2,0,0,0,2,3,1,0,1,1,0,9,0
13400,1024,1086,1086,159950,1,1,0,0,1,1,0,1,1,0,1,0,2,3,1,1,2,0,0,5,0
8100,849,1075,2138,106000,1,1,1,0,1,0,1,0,1,1,0,0,1,9,4,0,2,1,0,10,3
10140,1040,1309,1309,181000,1,1,0,0,1,1,1,1,3,0,1,1,2,2,0,1,2,1,1,0,0
4438,848,848,848,144500,1,1,0,0,1,1,0,1,0,0,1,0,0,3,1,1,2,1,0,5,2
8712,540,1044,1044,55993,1,0,0,0,1,1,0,0,1,1,0,0,1,2,0,0,2,0,0,5,4
9750,1442,1442,1442,157900,1,1,0,0,1,1,0,1,2,0,0,1,3,3,1,0,1,0,0,3,1
8248,686,686,1250,116000,1,1,0,0,1,0,1,0,2,0,1,1,2,4,2,0,1,1,0,6,0
12137,1649,1661,1661,224900,0,1,2,0,2,1,0,1,0,0,0,0,2,3,1,0,2,0,0,4,4
11425,1008,1008,1008,137000,0,1,1,0,1,1,0,0,2,0,0,0,1,2,0,1,1,0,0,6,0
13265,1568,1689,1689,271000,0,1,2,0,2,1,0,1,0,0,1,0,2,4,2,2,3,1,0,6,2
8816,1010,1052,1052,155000,1,1,0,0,1,1,0,1,2,0,1,0,2,3,1,0,2,0,0,5,4
6371,1358,1358,1358,224000,0,1,0,0,2,1,1,2,0,0,1,0,1,4,2,1,2,1,0,5,4
7226,798,798,1640,183000,0,1,2,0,2,1,0,0,0,0,0,1,2,3,1,0,2,0,0,5,2
6000,936,936,936,93000,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,2,0,0,1,3
12394,847,847,1733,225000,0,1,1,0,2,1,0,0,0,0,0,1,2,4,2,1,2,1,0,9,1
9900,778,944,1489,139500,1,1,0,0,1,0,1,0,1,0,0,0,2,4,2,1,1,1,0,6,3
11216,1489,1489,1489,232600,1,1,0,0,2,1,0,0,0,0,0,0,2,4,2,1,2,0,0,5,0
6130,784,784,784,109500,1,1,0,0,1,0,1,0,2,0,1,0,1,3,1,0,0,0,0,4,2
8529,1454,1434,1434,189000,0,1,0,0,2,1,0,0,0,0,0,0,2,3,1,1,2,1,0,3,3
2544,600,520,1223,147400,1,1,0,0,2,1,0,0,0,0,0,1,1,2,0,0,2,0,0,6,0
11900,1392,1392,1392,166000,0,1,1,0,1,1,0,1,1,1,1,1,2,3,1,2,2,0,0,5,2
3180,600,520,1200,151000,1,1,0,0,2,1,0,0,0,0,0,1,1,2,0,0,2,0,0,5,0
9548,941,941,1829,237000,0,1,2,0,2,1,0,1,0,0,1,1,2,4,2,1,2,1,0,0,4
10004,1516,1516,1516,167000,1,1,0,0,1,1,0,1,1,0,0,1,2,3,1,0,2,0,0,1,3
7875,1144,1144,1144,139950,1,1,0,0,1,1,0,1,2,0,1,0,2,3,1,0,2,0,0,8,2
9600,1067,1067,1067,128000,1,1,0,0,1,1,1,0,1,0,0,0,1,2,0,0,2,1,0,1,4
8100,1559,1559,1559,153500,1,1,0,0,1,1,1,0,2,0,1,0,1,3,1,0,2,0,0,5,1
1680,483,483,987,100000,1,1,0,0,1,1,0,1,1,0,1,1,1,3,1,0,1,0,0,10,2
9525,1099,1099,1099,144000,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,0,1,1,0,5,2
11767,768,768,1200,130500,1,1,0,0,1,1,1,0,0,0,0,0,2,3,1,0,1,0,0,4,2
12155,672,810,1482,140000,0,1,0,0,1,0,1,0,1,0,0,0,3,3,1,0,1,0,0,2,2
10440,650,958,1539,157500,1,1,0,0,1,0,1,0,2,0,0,0,2,5,3,1,2,1,0,5,2
9020,1127,1165,1165,174900,1,1,0,0,1,1,0,1,1,0,1,1,2,3,1,0,2,0,0,4,2
12665,876,876,1416,153900,0,1,0,1,1,0,1,0,2,0,0,1,3,3,1,1,3,1,0,5,2
16647,1390,1701,1701,171000,0,1,2,2,1,1,1,0,1,0,1,0,2,3,1,2,2,0,0,0,1
9317,740,1006,1775,213000,1,1,0,0,2,1,0,1,0,0,1,1,2,4,2,1,2,1,0,6,3
15523,864,864,864,133500,0,1,2,0,1,1,0,0,0,0,1,0,2,2,0,1,1,0,0,7,3
9600,528,1094,1855,187000,1,1,3,1,1,1,1,1,0,0,0,1,2,4,2,1,2,1,0,7,1
4435,848,848,848,131500,1,1,0,0,1,1,0,1,0,0,1,0,0,2,0,0,2,1,0,10,1
3196,1273,1456,1456,215000,1,1,0,0,2,1,0,1,0,0,0,0,1,5,3,1,2,1,0,4,0
7128,918,918,1646,164000,1,1,0,0,2,0,1,0,2,0,0,0,3,3,1,2,1,0,0,7,1
12095,1127,1445,1445,158000,0,1,1,0,1,1,0,1,1,0,0,1,2,4,2,1,2,1,0,7,3
6897,1040,1040,1040,127000,0,1,1,0,1,1,1,0,0,0,1,1,2,3,1,0,1,0,0,3,4
10970,940,1026,1026,147000,0,0,0,0,1,1,0,0,1,0,1,0,2,2,0,0,2,0,0,9,2
